Nom nbSommets valOpt temps
quatreSommets.txt 4 3 0
cinqSommets.txt 5 6 1
dixSommets.txt 10 18 528
quinzeSommets.txt 15 60 220473
dixSeptSommets.txt 17 81 1872963
connex_10.txt 9 2 167
huitSommets_12.txt 8 3.5 48
deuxTriangles.txt 6 3 4
kl_graph.txt 6 1 4
huitSommets_11.txt 8 7 48
RG_13_3.txt 13 0.12 16570
dixSommets_2.txt 10 4.4 508
random_10.txt 10 5.58 517
huitSommets_weight.txt 8 2.9 48
huitSommets.txt 8 6 48
