Nom nbSommets valOpt temps
quatreSommets.txt 4 2 1
cinqSommets.txt 5 7 5
dixSommets.txt 10 22 9346
connex_10.txt 9 4 2054
huitSommets_12.txt 8 3.7 548
deuxTriangles.txt 6 5 25
kl_graph.txt 6 2 25
huitSommets_11.txt 8 8 547
RG_13_3.txt 13 4.69 689270
dixSommets_2.txt 10 5.1 9116
random_10.txt 10 6.91 9239
huitSommets_weight.txt 8 2.9 547
huitSommets.txt 8 6 545
